StudentID,Course Id,Instructor id,Prior Course Grade,Assignment1,Assignment2,Exam,Exam  grades,WEEK1(online libray usage),Average1,Week2(online library usage),Average 2,Week3(Online library usage),Average3,Week(Online library usage),Average4,Week5(Online library usage),Average5,week6(Online library usage),Average 6,week7(Online library usage),Average7,Week1(Library visit),,week2(Library visit),,week3(Library visit),,week4(Library visit),,week5(Library visit),,week6(Library visit),,week7(Library visit),,Quiz attempts,Week1(Engagement Rating),Average,Week2(Engagement Rating),Average,Week3(Engagement Rating),Average,Week4(Engagement Rating),Average,Week5(Engagement Rating),Average,Week6(Engagement Rating),Average,Week7(Engagement Rating),Average,Course access week1,Activity Behaviour1 ,Course access week2,Activity behaviour 2,course access week3,Activity behaviour3,course access week4,Activity behaviour 4,course accessweek5,Activity behaviour week5,course accessweek6,Activity behaviour Week6,courseaccessweek7,Activity Behaviour 7,Assignment 1,Assignment submitted,Assignment 2,Assignment 2
11935,161.322,123456,0.9,0.8,0.73,0.77,Medium risk,4,3.82,7,4.21,2,3.9,2,4.28,7,4.17,6,4.05,4,3.94,1,3.2,4,3.91,2,3.61,2,3.48,5,3.64,0,3.51,1,3.66,2,5,5.7,0.5,7.4,7,5.7,5.6,6.1,7.3,6.8,6.8,6.2,6.6,4.4,7,Very active,3,Active,6,Veryactive,8,Veryactive,3,Active,7,Very Active,3,Active,1,7/20/2016,1,8/23/2016
11873,161.322,123456,0.68,1,0.78,0.81,Low risk,7,3.82,1,4.21,1,3.9,2,4.28,6,4.17,3,4.05,3,3.94,6,3.2,6,3.91,3,3.61,1,3.48,1,3.64,3,3.51,3,3.66,3,7.6,5.7,5.6,7.4,3.5,5.7,0.2,6.1,5.8,6.8,3.4,6.2,9.6,4.4,8,Very active,6,Very active,1,lessactive,9,Veryactive,3,Active,9,Very Active,3,Active,1,7/27/2016,1,8/29/2016
11951,161.322,123456,0.45,0.8,0.88,0.86,Low risk,1,3.82,5,4.21,5,3.9,2,4.28,4,4.17,2,4.05,1,3.94,1,3.2,0,3.91,5,3.61,6,3.48,0,3.64,6,3.51,0,3.66,1,2.7,5.7,8.6,7.4,8.8,5.7,8.6,6.1,0.8,6.8,9.7,6.2,3.5,4.4,8,Very active,4,Active,1,lessactive,5,active,1,Less Active,5,Active,8,Very Active,1,7/16/2016,1,8/20/2016
11931,161.322,123456,0.76,0.9,0.89,0.87,Low risk,4,3.82,3,4.21,3,3.9,6,4.28,1,4.17,5,4.05,3,3.94,3,3.2,7,3.91,6,3.61,6,3.48,1,3.64,7,3.51,4,3.66,1,4,5.7,4.9,7.4,4.8,5.7,5.2,6.1,6.1,6.8,8.8,6.2,1.6,4.4,7,Very active,1,Active,6,Veryactive,2,lessactive,8,Very active,5,Active,9,Very Active,1,7/16/2016,1,8/24/2016
11840,161.322,123456,0.5,0.8,0.93,0.89,Low risk,3,3.82,6,4.21,4,3.9,2,4.28,2,4.17,4,4.05,2,3.94,4,3.2,4,3.91,2,3.61,3,3.48,4,3.64,6,3.51,5,3.66,2,5.1,5.7,9.2,7.4,0.8,5.7,3.2,6.1,3.3,6.8,7.2,6.2,0.1,4.4,5,Active,9,Very active,1,lessactive,3,active,9,Very active,8,Very Active,2,Less Active,1,7/25/2016,1,8/19/2016
11976,161.322,123456,0.4,0.8,0.3,0.51,High risk,4,3.82,6,4.21,2,3.9,3,4.28,4,4.17,6,4.05,1,3.94,1,3.2,0,3.91,2,3.61,3,3.48,6,3.64,7,3.51,5,3.66,2,6.5,5.7,4.9,7.4,1.5,5.7,5.1,6.1,9.2,6.8,9.2,6.2,9.4,4.4,9,Very active,4,Active,1,lessactive,1,lessactive,4,Active,5,Active,5,Active,1,7/16/2016,1,8/18/2016
11845,161.322,123456,0.32,0.6,0.34,0.51,High risk,7,3.82,7,4.21,2,3.9,6,4.28,6,4.17,4,4.05,6,3.94,5,3.2,5,3.91,2,3.61,6,3.48,5,3.64,4,3.51,7,3.66,3,3.6,5.7,8.5,7.4,7.4,5.7,2.7,6.1,7.9,6.8,1.1,6.2,9.4,4.4,4,Active,2,Active,6,Veryactive,6,Veryactive,3,Active,4,Active,2,Less Active,1,7/25/2016,1,8/24/2016
11889,161.322,123456,0.75,0.7,0.4,0.48,High risk,7,3.82,7,4.21,6,3.9,5,4.28,7,4.17,2,4.05,5,3.94,2,3.2,2,3.91,6,3.61,6,3.48,0,3.64,0,3.51,3,3.66,4,7.6,5.7,2.5,7.4,3.1,5.7,2.3,6.1,9.2,6.8,1.6,6.2,8.1,4.4,8,Very active,5,Active,7,Veryactive,5,active,3,Active,1,Less Active,6,Very Active,1,7/17/2016,1,8/27/2016
11869,161.322,123456,0.67,0.9,0.48,0.62,High risk,1,3.82,3,4.21,3,3.9,2,4.28,1,4.17,7,4.05,5,3.94,4,3.2,7,3.91,2,3.61,7,3.48,4,3.64,7,3.51,6,3.66,3,2.2,5.7,9.5,7.4,1.8,5.7,5.9,6.1,5.2,6.8,6,6.2,1.9,4.4,7,Very active,3,Active,4,Active,4,active,1,Less Active,5,Active,9,Very Active,1,7/15/2016,1,8/31/2016
12052,161.322,123456,0.02,0.8,0.59,0.68,Medium risk,6,3.82,7,4.21,3,3.9,5,4.28,3,4.17,4,4.05,1,3.94,0,3.2,1,3.91,6,3.61,1,3.48,6,3.64,5,3.51,1,3.66,4,4.8,5.7,6.3,7.4,1.9,5.7,3.1,6.1,9.3,6.8,8.7,6.2,7.3,4.4,6,Very active,2,Active,7,Veryactive,5,active,8,Very active,8,Very Active,9,Very Active,1,7/16/2016,1,8/17/2016
11829,161.322,123456,0.79,1,0.61,0.71,Medium risk,3,3.82,3,4.21,5,3.9,7,4.28,6,4.17,4,4.05,5,3.94,7,3.2,7,3.91,0,3.61,5,3.48,0,3.64,7,3.51,2,3.66,3,1.6,5.7,7.7,7.4,4.7,5.7,2.8,6.1,5,6.8,5.8,6.2,7.3,4.4,2,LessActive,3,Active,5,Active,9,Veryactive,5,Active,9,Very Active,4,Active,1,7/15/2016,1,8/27/2016
11945,161.322,123456,0,0.6,0.63,0.69,Medium risk,1,3.82,3,4.21,5,3.9,4,4.28,7,4.17,1,4.05,5,3.94,7,3.2,4,3.91,0,3.61,1,3.48,2,3.64,6,3.51,3,3.66,3,9.3,5.7,0.2,7.4,2.3,5.7,1.6,6.1,3.4,6.8,4.6,6.2,2.7,4.4,1,LessActive,5,Active,5,Active,1,lessactive,3,Active,7,Very Active,8,Very Active,1,7/30/2016,1,8/28/2016
11848,161.322,123456,0.45,1,0.68,0.75,Medium risk,5,3.82,4,4.21,2,3.9,5,4.28,7,4.17,5,4.05,6,3.94,4,3.2,4,3.91,0,3.61,0,3.48,6,3.64,6,3.51,7,3.66,3,8.5,5.7,3.2,7.4,6,5.7,5.1,6.1,2.8,6.8,5.4,6.2,4.7,4.4,5,Active,9,Very active,4,Active,7,Veryactive,8,Very active,7,Very Active,2,Less Active,1,7/14/2016,1,8/25/2016
11826,161.322,123456,0.69,0.9,0.71,0.77,Medium risk,5,3.82,5,4.21,5,3.9,1,4.28,1,4.17,5,4.05,5,3.94,5,3.2,4,3.91,7,3.61,3,3.48,3,3.64,0,3.51,2,3.66,5,2.4,5.7,5.6,7.4,2.8,5.7,3.6,6.1,7,6.8,5,6.2,4.6,4.4,1,LessActive,2,Active,6,Veryactive,3,active,1,Less Active,3,Active,6,Very Active,1,7/23/2016,1,8/28/2016
11998,161.322,123456,0.13,0.8,0.73,0.77,Medium risk,3,3.82,5,4.21,1,3.9,7,4.28,5,4.17,3,4.05,4,3.94,6,3.2,2,3.91,7,3.61,6,3.48,1,3.64,7,3.51,0,3.66,4,2,5.7,0.1,7.4,5.8,5.7,5.9,6.1,7.1,6.8,6,6.2,0.5,4.4,3,Active,7,Very active,5,Active,6,Veryactive,7,Very active,4,Active,6,Very Active,1,7/14/2016,1,8/30/2016
11963,161.322,123456,0.52,0.7,0.78,0.79,Medium risk,5,3.82,5,4.21,2,3.9,2,4.28,7,4.17,7,4.05,2,3.94,2,3.2,7,3.91,3,3.61,1,3.48,1,3.64,5,3.51,3,3.66,4,5.3,5.7,0.5,7.4,6.1,5.7,3.7,6.1,1,6.8,6.6,6.2,5.2,4.4,1,LessActive,4,Active,4,Active,9,Veryactive,9,Very active,8,Very Active,4,Active,1,7/29/2016,1,8/23/2016
11876,161.322,123456,0.9,0.9,0.9,0.88,Low risk,1,3.82,7,4.21,6,3.9,7,4.28,5,4.17,6,4.05,2,3.94,4,3.2,3,3.91,6,3.61,6,3.48,7,3.64,5,3.51,1,3.66,5,5.7,5.7,5.7,7.4,1.4,5.7,0.5,6.1,9.6,6.8,5.7,6.2,6.4,4.4,1,LessActive,5,Active,5,Active,9,Veryactive,8,Very active,2,Less Active,4,Active,1,7/20/2016,1,8/23/2016
12029,161.322,123456,0.07,1,1,0.95,Low risk,6,3.82,7,4.21,1,3.9,6,4.28,1,4.17,5,4.05,7,3.94,0,3.2,3,3.91,2,3.61,7,3.48,7,3.64,0,3.51,5,3.66,5,3.2,5.7,1,7.4,3.3,5.7,8.6,6.1,9.5,6.8,1.8,6.2,1.3,4.4,4,Active,6,Very active,8,Veryactive,4,active,9,Very active,2,Less Active,6,Very Active,1,7/21/2016,1,8/29/2016
11952,161.322,123456,0.84,0.8,0.38,0.55,High risk,2,3.82,5,4.21,6,3.9,4,4.28,3,4.17,1,4.05,7,3.94,1,3.2,7,3.91,6,3.61,6,3.48,6,3.64,0,3.51,6,3.66,2,4.4,5.7,5.5,7.4,6.5,5.7,8.5,6.1,5.1,6.8,4.7,6.2,3.6,4.4,4,Active,2,Active,7,Veryactive,2,lessactive,8,Very active,3,Active,1,Less Active,1,7/22/2016,1,8/24/2016
12022,161.322,123456,0.67,0.6,0.5,0.62,High risk,4,3.82,3,4.21,6,3.9,7,4.28,5,4.17,5,4.05,1,3.94,4,3.2,7,3.91,0,3.61,6,3.48,5,3.64,6,3.51,4,3.66,4,8.1,5.7,9.4,7.4,7.7,5.7,1.5,6.1,2.4,6.8,2.7,6.2,9.6,4.4,4,Active,9,Very active,4,Active,6,Veryactive,1,Less Active,7,Very Active,1,Less Active,1,7/26/2016,1,8/21/2016
11890,161.322,123456,0.12,0.8,0.63,0.71,Medium risk,7,3.82,2,4.21,4,3.9,6,4.28,6,4.17,5,4.05,1,3.94,4,3.2,5,3.91,7,3.61,1,3.48,6,3.64,3,3.51,3,3.66,1,6.3,5.7,7.6,7.4,3.9,5.7,8,6.1,4,6.8,9,6.2,3.1,4.4,6,Very active,6,Very active,7,Veryactive,1,lessactive,4,Active,2,Less Active,5,Active,1,7/25/2016,1,8/21/2016
11908,161.322,123456,0.56,0.7,0.79,0.8,Medium risk,6,3.82,3,4.21,1,3.9,5,4.28,2,4.17,7,4.05,1,3.94,1,3.2,1,3.91,2,3.61,3,3.48,4,3.64,3,3.51,6,3.66,4,8.8,5.7,9.1,7.4,8.1,5.7,2.3,6.1,0.9,6.8,6.1,6.2,9.2,4.4,7,Very active,9,Very active,8,Veryactive,8,Veryactive,8,Very active,7,Very Active,1,Less Active,1,7/21/2016,1,8/24/2016
11901,161.322,123456,0.91,0.9,0.79,0.82,Low risk,6,3.82,6,4.21,1,3.9,6,4.28,1,4.17,4,4.05,6,3.94,3,3.2,6,3.91,7,3.61,6,3.48,5,3.64,1,3.51,5,3.66,5,5.6,5.7,9.3,7.4,7.6,5.7,0.8,6.1,8.4,6.8,1.4,6.2,9.6,4.4,5,Active,2,Active,3,Active,5,active,8,Very active,4,Active,8,Very Active,1,7/18/2016,1,8/18/2016
11822,161.322,123456,0.84,0.6,0.8,0.8,Medium risk,4,3.82,3,4.21,1,3.9,4,4.28,6,4.17,1,4.05,1,3.94,4,3.2,2,3.91,7,3.61,2,3.48,2,3.64,2,3.51,0,3.66,4,6.2,5.7,8.7,7.4,9.2,5.7,7.2,6.1,6.4,6.8,6.1,6.2,4.9,4.4,6,Very active,2,Active,4,Active,1,lessactive,6,Very active,1,Less Active,2,Less Active,1,7/16/2016,1,8/30/2016
11899,161.322,123456,0.07,0.9,0.36,0.56,High risk,2,3.82,2,4.21,4,3.9,7,4.28,2,4.17,4,4.05,4,3.94,1,3.2,5,3.91,5,3.61,6,3.48,0,3.64,7,3.51,5,3.66,3,8.9,5.7,5.5,7.4,5,5.7,7.1,6.1,7.2,6.8,9.7,6.2,3.3,4.4,9,Very active,4,Active,3,Active,9,Veryactive,6,Very active,8,Very Active,6,Very Active,1,7/19/2016,1,8/29/2016
11909,161.322,123456,0.91,0.9,0.41,0.59,High risk,5,3.82,7,4.21,6,3.9,5,4.28,5,4.17,7,4.05,2,3.94,1,3.2,1,3.91,4,3.61,6,3.48,6,3.64,7,3.51,7,3.66,5,5.9,5.7,5.7,7.4,6.7,5.7,3,6.1,8.4,6.8,1.5,6.2,4.8,4.4,8,Very active,6,Very active,6,Veryactive,4,active,6,Very active,8,Very Active,9,Very Active,1,7/20/2016,1,8/29/2016
12046,161.322,123456,0.92,0.7,0.48,0.61,High risk,2,3.82,3,4.21,1,3.9,6,4.28,6,4.17,2,4.05,1,3.94,0,3.2,6,3.91,7,3.61,4,3.48,4,3.64,6,3.51,6,3.66,1,6.6,5.7,6.6,7.4,5.4,5.7,9.5,6.1,1.8,6.8,8.7,6.2,9,4.4,8,Very active,9,Very active,3,Active,1,lessactive,9,Very active,9,Very Active,5,Active,1,7/26/2016,1,8/17/2016
11814,161.322,123456,0.23,0.8,0.61,0.7,Medium risk,3,3.82,7,4.21,7,3.9,2,4.28,3,4.17,3,4.05,4,3.94,2,3.2,2,3.91,2,3.61,0,3.48,1,3.64,6,3.51,0,3.66,3,9.5,5.7,10,7.4,6.5,5.7,4.7,6.1,5.5,6.8,8.2,6.2,6.1,4.4,2,LessActive,7,Very active,5,Active,5,active,1,Less Active,3,Active,7,Very Active,1,7/23/2016,1,8/19/2016
12050,161.322,123456,0.7,0.6,0.69,0.73,Medium risk,2,3.82,6,4.21,1,3.9,4,4.28,2,4.17,2,4.05,2,3.94,0,3.2,7,3.91,2,3.61,0,3.48,2,3.64,0,3.51,5,3.66,2,9.8,5.7,3.6,7.4,2,5.7,8.9,6.1,7.2,6.8,7.6,6.2,1.1,4.4,4,Active,7,Very active,4,Active,4,active,5,Active,9,Very Active,9,Very Active,1,7/28/2016,1,8/22/2016
11851,161.322,123456,0.93,0.7,0.73,0.76,Medium risk,7,3.82,3,4.21,6,3.9,7,4.28,7,4.17,4,4.05,4,3.94,0,3.2,4,3.91,5,3.61,1,3.48,5,3.64,5,3.51,7,3.66,4,1.1,5.7,2.2,7.4,1.1,5.7,8.9,6.1,2.8,6.8,6.6,6.2,4.2,4.4,8,Very active,5,Active,9,Veryactive,9,Veryactive,6,Very active,4,Active,7,Very Active,1,7/17/2016,1,8/23/2016
11970,161.322,123456,0.02,0.8,0.81,0.83,Low risk,3,3.82,3,4.21,6,3.9,4,4.28,7,4.17,7,4.05,4,3.94,6,3.2,4,3.91,7,3.61,5,3.48,0,3.64,5,3.51,2,3.66,1,5.6,5.7,0.9,7.4,0.7,5.7,0.5,6.1,4.5,6.8,3.9,6.2,7.8,4.4,2,LessActive,2,Active,9,Veryactive,6,Veryactive,1,Less Active,4,Active,6,Very Active,1,7/28/2016,1,8/17/2016
11878,161.322,123456,0.36,0.8,0.34,0.46,High risk,7,3.82,7,4.21,6,3.9,3,4.28,1,4.17,1,4.05,1,3.94,4,3.2,5,3.91,4,3.61,2,3.48,5,3.64,6,3.51,4,3.66,5,5.7,5.7,5.2,7.4,5.3,5.7,1.9,6.1,1.7,6.8,6.3,6.2,9.5,4.4,5,Active,6,Very active,6,Veryactive,4,active,4,Active,3,Active,7,Very Active,1,7/28/2016,1,8/22/2016
11821,161.322,123456,0.13,0.9,0.48,0.63,High risk,7,3.82,4,4.21,6,3.9,3,4.28,4,4.17,1,4.05,7,3.94,5,3.2,6,3.91,0,3.61,6,3.48,3,3.64,6,3.51,5,3.66,2,8.2,5.7,2.2,7.4,6.2,5.7,9.9,6.1,3.3,6.8,9.7,6.2,2.1,4.4,1,LessActive,9,Very active,6,Veryactive,1,lessactive,2,Less Active,1,Less Active,6,Very Active,1,7/27/2016,1,8/18/2016
11973,161.322,123456,0.47,0.7,0.58,0.67,Medium risk,5,3.82,4,4.21,3,3.9,1,4.28,6,4.17,6,4.05,1,3.94,1,3.2,2,3.91,4,3.61,5,3.48,7,3.64,6,3.51,7,3.66,3,3.9,5.7,8.4,7.4,4.8,5.7,1.6,6.1,1.1,6.8,7.8,6.2,6.7,4.4,1,LessActive,8,Very active,2,lessactive,8,Veryactive,6,Very active,3,Active,9,Very Active,1,7/25/2016,1,8/30/2016
11906,161.322,123456,0.1,0.9,0.59,0.7,Medium risk,4,3.82,3,4.21,7,3.9,5,4.28,2,4.17,5,4.05,3,3.94,2,3.2,2,3.91,3,3.61,3,3.48,5,3.64,7,3.51,5,3.66,3,0.2,5.7,9.5,7.4,1.4,5.7,7.3,6.1,1.7,6.8,8.2,6.2,0.2,4.4,8,Very active,3,Active,2,lessactive,2,lessactive,4,Active,9,Very Active,5,Active,1,7/28/2016,1,8/23/2016
12023,161.322,123456,0.6,0.8,0.6,0.7,Medium risk,1,3.82,2,4.21,6,3.9,3,4.28,3,4.17,3,4.05,6,3.94,4,3.2,0,3.91,2,3.61,7,3.48,0,3.64,1,3.51,4,3.66,5,3.1,5.7,9.9,7.4,3.2,5.7,9.7,6.1,8.4,6.8,9.4,6.2,7.7,4.4,2,LessActive,7,Very active,8,Veryactive,3,active,3,Active,4,Active,2,Less Active,1,7/28/2016,1,8/26/2016
11868,161.322,123456,0.56,0.9,0.84,0.85,Low risk,4,3.82,4,4.21,2,3.9,6,4.28,2,4.17,2,4.05,7,3.94,2,3.2,0,3.91,5,3.61,5,3.48,7,3.64,3,3.51,3,3.66,4,3,5.7,7,7.4,1.3,5.7,5.9,6.1,1.4,6.8,7.7,6.2,6.4,4.4,1,LessActive,7,Very active,7,Veryactive,4,active,7,Very active,6,Very Active,3,Active,1,7/24/2016,1,8/29/2016
11959,161.322,123456,0.82,0.6,0.31,0.51,High risk,4,3.82,6,4.21,2,3.9,1,4.28,7,4.17,7,4.05,4,3.94,5,3.2,1,3.91,0,3.61,0,3.48,5,3.64,2,3.51,0,3.66,5,8,5.7,2.4,7.4,6.7,5.7,3.9,6.1,0.4,6.8,3.8,6.2,0.2,4.4,1,LessActive,3,Active,2,lessactive,7,Veryactive,9,Very active,1,Less Active,8,Very Active,1,7/29/2016,1,8/19/2016
12133,161.322,123456,0.43,0.6,0.35,0.53,High risk,5,3.82,5,4.21,7,3.9,4,4.28,3,4.17,3,4.05,6,3.94,6,3.2,2,3.91,6,3.61,3,3.48,3,3.64,6,3.51,4,3.66,4,0.5,5.7,2.6,7.4,5.1,5.7,0.4,6.1,6.3,6.8,7.9,6.2,3.1,4.4,2,LessActive,7,Very active,6,Veryactive,2,lessactive,2,Less Active,6,Very Active,2,Less Active,1,7/28/2016,1,8/29/2016
11937,161.322,123456,0.66,0.7,0.58,0.68,Medium risk,2,3.82,1,4.21,4,3.9,3,4.28,6,4.17,4,4.05,5,3.94,7,3.2,7,3.91,0,3.61,7,3.48,0,3.64,2,3.51,0,3.66,4,8.6,5.7,4.5,7.4,9,5.7,5.4,6.1,5.9,6.8,0.1,6.2,8.8,4.4,7,Very active,3,Active,2,lessactive,1,lessactive,9,Very active,6,Very Active,8,Very Active,1,7/15/2016,1,8/29/2016
11855,161.322,123456,0.98,0.7,0.73,0.77,Medium risk,1,3.82,7,4.21,3,3.9,7,4.28,3,4.17,7,4.05,6,3.94,0,3.2,4,3.91,1,3.61,1,3.48,1,3.64,1,3.51,7,3.66,4,6.9,5.7,1.1,7.4,8.7,5.7,3.2,6.1,4.2,6.8,6.3,6.2,7.8,4.4,9,Very active,1,Active,2,lessactive,5,active,9,Very active,7,Very Active,4,Active,1,7/18/2016,1,8/26/2016
11856,161.322,123456,0.41,0.7,0.75,0.78,Medium risk,4,3.82,3,4.21,5,3.9,6,4.28,3,4.17,2,4.05,4,3.94,5,3.2,1,3.91,6,3.61,1,3.48,2,3.64,5,3.51,7,3.66,4,4.3,5.7,5.3,7.4,6.3,5.7,4.5,6.1,9.8,6.8,3.4,6.2,2.5,4.4,1,LessActive,5,Active,8,Veryactive,7,Veryactive,1,Less Active,6,Very Active,3,Active,1,7/16/2016,1,8/27/2016
11994,161.322,123456,0.52,0.7,0.8,0.81,Low risk,7,3.82,5,4.21,5,3.9,7,4.28,3,4.17,7,4.05,7,3.94,6,3.2,7,3.91,7,3.61,2,3.48,0,3.64,0,3.51,0,3.66,1,0.3,5.7,4.5,7.4,1.9,5.7,4.8,6.1,0.3,6.8,6.8,6.2,1,4.4,2,LessActive,1,Active,6,Veryactive,4,active,9,Very active,2,Less Active,8,Very Active,1,7/16/2016,1,8/19/2016
11940,161.322,123456,0.25,0.5,0.28,0.48,High risk,3,3.82,3,4.21,7,3.9,2,4.28,4,4.17,3,4.05,2,3.94,2,3.2,2,3.91,0,3.61,6,3.48,7,3.64,2,3.51,4,3.66,1,2.3,5.7,5.6,7.4,0.6,5.7,7.2,6.1,2.5,6.8,0.4,6.2,2.3,4.4,3,Active,7,Very active,9,Veryactive,6,Veryactive,2,Less Active,3,Active,7,Very Active,1,7/24/2016,1,8/22/2016
12043,161.322,123456,0.71,0.9,0.43,0.6,High risk,4,3.82,5,4.21,2,3.9,4,4.28,5,4.17,6,4.05,2,3.94,0,3.2,4,3.91,5,3.61,3,3.48,2,3.64,0,3.51,4,3.66,2,1.3,5.7,5.1,7.4,7.4,5.7,3.6,6.1,8,6.8,1.7,6.2,8.6,4.4,6,Very active,6,Very active,3,Active,6,Veryactive,4,Active,7,Very Active,6,Very Active,1,7/30/2016,1,8/24/2016
12003,161.322,123456,0.45,0.9,0.56,0.69,Medium risk,2,3.82,6,4.21,2,3.9,7,4.28,4,4.17,2,4.05,1,3.94,5,3.2,1,3.91,6,3.61,7,3.48,6,3.64,0,3.51,2,3.66,1,0.2,5.7,5.1,7.4,9.9,5.7,0.9,6.1,0.8,6.8,2.6,6.2,3.6,4.4,8,Very active,7,Very active,9,Veryactive,7,Veryactive,3,Active,6,Very Active,5,Active,1,7/30/2016,1,8/29/2016
12044,161.322,123456,0.03,0.9,0.6,0.71,Medium risk,7,3.82,2,4.21,5,3.9,4,4.28,6,4.17,5,4.05,5,3.94,1,3.2,6,3.91,4,3.61,5,3.48,4,3.64,6,3.51,0,3.66,1,5.3,5.7,6.7,7.4,4.9,5.7,1.9,6.1,2.7,6.8,0.6,6.2,5.6,4.4,9,Very active,9,Very active,7,Veryactive,6,Veryactive,1,Less Active,7,Very Active,2,Less Active,1,7/30/2016,1,8/31/2016
11964,161.322,123456,0.45,0.8,0.61,0.71,Medium risk,4,3.82,6,4.21,5,3.9,2,4.28,7,4.17,6,4.05,1,3.94,1,3.2,2,3.91,7,3.61,3,3.48,3,3.64,7,3.51,2,3.66,1,1.2,5.7,6,7.4,2.1,5.7,0.5,6.1,9.3,6.8,7.9,6.2,6,4.4,5,Active,2,Active,3,Active,8,Veryactive,5,Active,4,Active,6,Very Active,1,7/19/2016,1,8/23/2016
11887,161.322,123456,0.74,0.8,0.78,0.81,Low risk,3,3.82,5,4.21,5,3.9,7,4.28,7,4.17,1,4.05,7,3.94,4,3.2,0,3.91,3,3.61,7,3.48,5,3.64,2,3.51,3,3.66,5,2,5.7,4.8,7.4,0.7,5.7,1.8,6.1,6,6.8,7,6.2,2.7,4.4,9,Very active,1,Active,1,lessactive,5,active,2,Less Active,1,Less Active,9,Very Active,1,7/20/2016,1,8/20/2016
11966,161.322,123456,0.86,0.9,0.51,0.66,High risk,3,3.82,6,4.21,2,3.9,1,4.28,2,4.17,1,4.05,3,3.94,7,3.2,6,3.91,6,3.61,2,3.48,3,3.64,1,3.51,6,3.66,3,2.3,5.7,1.3,7.4,0.3,5.7,1.2,6.1,1.8,6.8,7.3,6.2,3.8,4.4,4,Active,1,Active,5,Active,8,Veryactive,9,Very active,7,Very Active,7,Very Active,1,7/17/2016,1,8/25/2016
11849,161.322,123456,0.72,0.7,0.68,0.75,Medium risk,3,3.82,7,4.21,1,3.9,6,4.28,1,4.17,6,4.05,5,3.94,3,3.2,0,3.91,6,3.61,7,3.48,7,3.64,3,3.51,0,3.66,3,8,5.7,1.8,7.4,0.3,5.7,9,6.1,1.2,6.8,4.1,6.2,9.9,4.4,5,Active,1,Active,2,lessactive,8,Veryactive,9,Very active,1,Less Active,3,Active,1,7/25/2016,1,8/29/2016
11942,161.322,123456,0.94,0.9,0.68,0.76,Medium risk,2,3.82,3,4.21,5,3.9,1,4.28,7,4.17,2,4.05,1,3.94,4,3.2,7,3.91,1,3.61,6,3.48,1,3.64,2,3.51,0,3.66,5,5.5,5.7,7.3,7.4,5.3,5.7,2.8,6.1,0.9,6.8,7.3,6.2,1.4,4.4,3,Active,7,Very active,7,Veryactive,6,Veryactive,1,Less Active,9,Very Active,7,Very Active,1,7/21/2016,1,8/17/2016
11867,161.322,123456,0.17,1,0.7,0.78,Medium risk,6,3.82,7,4.21,3,3.9,3,4.28,3,4.17,2,4.05,7,3.94,6,3.2,4,3.91,5,3.61,4,3.48,3,3.64,0,3.51,2,3.66,5,1.3,5.7,0.6,7.4,1.3,5.7,0.7,6.1,7.1,6.8,9.7,6.2,9.1,4.4,4,Active,7,Very active,3,Active,1,lessactive,2,Less Active,3,Active,3,Active,1,7/22/2016,1,8/28/2016
11927,161.322,123456,0.96,0.8,0.83,0.85,Low risk,5,3.82,6,4.21,4,3.9,7,4.28,3,4.17,4,4.05,3,3.94,0,3.2,3,3.91,2,3.61,3,3.48,3,3.64,5,3.51,5,3.66,1,3.6,5.7,1,7.4,4.5,5.7,4.3,6.1,9.9,6.8,3.8,6.2,0.5,4.4,2,LessActive,8,Very active,6,Veryactive,9,Veryactive,3,Active,2,Less Active,1,Less Active,1,7/17/2016,1,8/31/2016
12026,161.322,123456,0.89,0.8,0.86,0.87,Low risk,5,3.82,1,4.21,2,3.9,1,4.28,2,4.17,4,4.05,6,3.94,0,3.2,1,3.91,1,3.61,4,3.48,4,3.64,3,3.51,1,3.66,1,6.5,5.7,3.1,7.4,8.8,5.7,1.3,6.1,5.3,6.8,9.7,6.2,5.9,4.4,6,Very active,9,Very active,1,lessactive,7,Veryactive,9,Very active,4,Active,7,Very Active,1,7/23/2016,1,8/22/2016
12163,161.322,123456,0.25,1,0.69,0.78,Medium risk,5,3.82,1,4.21,4,3.9,6,4.28,5,4.17,7,4.05,6,3.94,3,3.2,6,3.91,0,3.61,2,3.48,7,3.64,1,3.51,2,3.66,2,9.4,5.7,4,7.4,4.5,5.7,6.7,6.1,1.2,6.8,3.6,6.2,6,4.4,8,Very active,4,Active,2,lessactive,7,Veryactive,2,Less Active,6,Very Active,8,Very Active,1,7/27/2016,1,8/19/2016
11912,161.322,123456,0.69,0.6,0.56,0.67,Medium risk,6,3.82,6,4.21,1,3.9,7,4.28,1,4.17,7,4.05,2,3.94,3,3.2,5,3.91,0,3.61,0,3.48,1,3.64,0,3.51,6,3.66,1,0.2,5.7,2.9,7.4,2.3,5.7,5.8,6.1,4.9,6.8,4.2,6.2,7,4.4,2,LessActive,3,Active,4,Active,3,active,4,Active,9,Very Active,4,Active,1,7/26/2016,1,8/31/2016
12002,161.322,123456,0.86,0.8,0.64,0.74,Medium risk,1,3.82,7,4.21,3,3.9,3,4.28,4,4.17,2,4.05,7,3.94,3,3.2,2,3.91,0,3.61,7,3.48,3,3.64,2,3.51,5,3.66,2,4.4,5.7,4.1,7.4,1.2,5.7,8.7,6.1,4.6,6.8,6.3,6.2,4,4.4,8,Very active,7,Very active,9,Veryactive,1,lessactive,3,Active,6,Very Active,8,Very Active,1,7/21/2016,1,8/23/2016
